Region,Season,Crop,Production (tons),Area (hectares),Yield Ratio
Lumbini,Spring,Potato,3139,364,2.26
Sudurpashchim,Summer (Monsoon),Potato,8288,467,4.09
Karnali,Summer (Monsoon),Mustard,4779,311,0.57
Bagmati,Winter,Millet,8760,358,0.72
Madhesh,Summer (Monsoon),Potato,7428,550,1.25
Sudurpashchim,Winter,Rice,4093,26,1.25
Karnali,Whole Year,Potato,7254,245,0.65
Province 1,Whole Year,Wheat,4559,331,2.56
Bagmati,Summer (Monsoon),Lentil,2303,124,3.57
Province 1,Whole Year,Wheat,3441,914,4.5
Province 1,Spring,Wheat,9640,890,3.64
Gandaki,Whole Year,Potato,1387,277,3.09
Sudurpashchim,Spring,Rice,1248,394,3.51
Province 1,Whole Year,Maize,3564,622,1.0
Bagmati,Summer (Monsoon),Wheat,6166,74,4.82
Bagmati,Summer (Monsoon),Mustard,7860,767,2.77
Gandaki,Whole Year,Barley,2901,608,2.46
Lumbini,Winter,Wheat,9843,315,2.3
Karnali,Whole Year,Maize,2313,662,3.98
Bagmati,Spring,Wheat,7182,436,0.72
Bagmati,Whole Year,Potato,7709,863,2.48
Bagmati,Winter,Barley,5616,612,0.71
Karnali,Summer (Monsoon),Millet,6938,351,3.96
Madhesh,Summer (Monsoon),Potato,9663,96,3.73
Lumbini,Winter,Maize,1261,954,4.5
Karnali,Winter,Maize,6136,385,2.09
Madhesh,Whole Year,Potato,7249,926,3.34
Bagmati,Whole Year,Lentil,9993,808,1.13
Bagmati,Whole Year,Maize,4398,748,1.31
Bagmati,Whole Year,Rice,5413,436,4.97
Madhesh,Winter,Rice,9766,174,2.46
Bagmati,Summer (Monsoon),Lentil,7304,790,2.79
Lumbini,Summer (Monsoon),Lentil,4666,132,2.77
Madhesh,Winter,Barley,1311,709,0.77
Bagmati,Whole Year,Maize,5949,793,1.97
Lumbini,Summer (Monsoon),Mustard,2214,299,2.47
Karnali,Winter,Rice,2939,855,4.2
Karnali,Spring,Wheat,3312,294,4.71
Madhesh,Whole Year,Potato,4408,16,1.7
Karnali,Winter,Barley,8477,211,0.89
Province 1,Spring,Mustard,5667,785,1.69
Province 1,Spring,Mustard,8581,720,2.03
Karnali,Summer (Monsoon),Wheat,9547,380,3.24
Karnali,Whole Year,Potato,7133,900,2.58
Province 1,Spring,Potato,7974,529,2.98
Sudurpashchim,Winter,Maize,6315,568,1.13
Sudurpashchim,Whole Year,Wheat,6013,520,2.99
Bagmati,Summer (Monsoon),Lentil,5408,420,2.38
Gandaki,Summer (Monsoon),Maize,9849,314,2.12
Province 1,Spring,Barley,5338,446,4.64
Province 1,Whole Year,Wheat,3270,200,2.1
Province 1,Summer (Monsoon),Potato,5663,218,2.88
Province 1,Summer (Monsoon),Barley,4960,355,4.18
Gandaki,Summer (Monsoon),Barley,2541,302,4.56
Bagmati,Summer (Monsoon),Potato,1670,693,3.63
Bagmati,Summer (Monsoon),Rice,7110,976,0.93
Province 1,Spring,Rice,3056,937,0.66
Sudurpashchim,Winter,Wheat,8246,473,3.94
Sudurpashchim,Summer (Monsoon),Rice,2828,530,2.93
Province 1,Winter,Maize,6972,410,3.37
Sudurpashchim,Whole Year,Millet,6153,786,0.99
Province 1,Spring,Potato,5753,526,0.88
Bagmati,Whole Year,Rice,2537,65,0.67
Madhesh,Spring,Millet,4791,404,1.19
Bagmati,Whole Year,Lentil,6546,829,1.35
Karnali,Winter,Mustard,7763,180,2.05
Gandaki,Whole Year,Maize,3069,906,0.53
Lumbini,Summer (Monsoon),Rice,4690,628,1.4
Sudurpashchim,Whole Year,Lentil,7786,961,1.1
Madhesh,Spring,Potato,6204,848,2.17
Province 1,Summer (Monsoon),Maize,7908,178,2.23
Madhesh,Spring,Barley,3079,809,2.1
Bagmati,Winter,Mustard,8168,275,4.44
Bagmati,Winter,Wheat,2301,785,4.57
Karnali,Winter,Barley,7442,856,4.41
Gandaki,Spring,Millet,441,793,1.13
Karnali,Summer (Monsoon),Mustard,5455,392,1.09
Gandaki,Winter,Barley,269,140,3.85
Province 1,Spring,Mustard,8175,877,4.47
Bagmati,Winter,Millet,7103,720,1.31
Bagmati,Winter,Rice,5044,408,3.21
Karnali,Spring,Rice,9249,277,2.45
Sudurpashchim,Spring,Mustard,9407,514,4.86
Bagmati,Spring,Potato,9491,262,4.52
Madhesh,Summer (Monsoon),Barley,8346,231,1.59
Madhesh,Whole Year,Mustard,2297,209,4.44
Province 1,Whole Year,Potato,7084,405,4.35
Province 1,Summer (Monsoon),Maize,7545,739,0.89
Gandaki,Spring,Lentil,1210,516,2.7
Gandaki,Spring,Millet,6291,55,0.86
Sudurpashchim,Summer (Monsoon),Barley,7251,451,4.72
Lumbini,Summer (Monsoon),Wheat,1297,26,2.23
Lumbini,Winter,Wheat,3097,329,3.92
Madhesh,Spring,Wheat,806,377,0.68
Province 1,Whole Year,Potato,5165,993,1.61
Gandaki,Whole Year,Wheat,9189,313,2.91
Lumbini,Whole Year,Lentil,2487,368,4.35
Sudurpashchim,Summer (Monsoon),Barley,7859,606,1.61
Madhesh,Summer (Monsoon),Maize,1227,232,0.6
Sudurpashchim,Spring,Wheat,8852,150,4.56
Province 1,Summer (Monsoon),Potato,9992,508,2.46
Province 1,Summer (Monsoon),Rice,5609,638,2.24
Sudurpashchim,Winter,Mustard,7940,365,2.29
Bagmati,Summer (Monsoon),Maize,9906,185,2.24
Province 1,Spring,Rice,7516,968,1.15
Bagmati,Summer (Monsoon),Wheat,928,466,3.75
Madhesh,Winter,Lentil,1687,198,2.89
Lumbini,Spring,Lentil,7438,749,3.63
Sudurpashchim,Whole Year,Lentil,1847,542,3.56
Lumbini,Whole Year,Millet,2784,925,3.23
Madhesh,Summer (Monsoon),Mustard,1714,738,3.49
Sudurpashchim,Whole Year,Potato,1570,870,0.95
Gandaki,Summer (Monsoon),Lentil,3553,195,1.83
Province 1,Summer (Monsoon),Wheat,7774,393,2.68
Province 1,Winter,Maize,6207,59,3.12
Bagmati,Whole Year,Rice,4926,490,1.61
Lumbini,Winter,Wheat,7985,741,3.54
Sudurpashchim,Whole Year,Lentil,4806,415,3.88
Madhesh,Whole Year,Potato,5617,123,2.62
Province 1,Winter,Millet,7686,920,2.0
Lumbini,Whole Year,Maize,7411,823,1.67
Bagmati,Winter,Rice,661,518,2.26
Gandaki,Summer (Monsoon),Millet,8554,776,2.78
Madhesh,Spring,Rice,4934,812,2.48
Bagmati,Summer (Monsoon),Barley,5401,870,2.28
Sudurpashchim,Winter,Wheat,476,603,3.66
Sudurpashchim,Spring,Millet,3493,169,1.74
Gandaki,Spring,Potato,2536,561,4.67
Lumbini,Winter,Wheat,3013,559,2.29
Karnali,Winter,Potato,2160,155,3.78
Gandaki,Spring,Rice,1445,106,0.93
Bagmati,Spring,Mustard,8206,460,2.78
Lumbini,Whole Year,Wheat,1978,168,4.52
Sudurpashchim,Summer (Monsoon),Maize,5576,470,4.78
Lumbini,Summer (Monsoon),Potato,4854,401,4.98
Gandaki,Winter,Barley,4048,882,4.37
Bagmati,Spring,Maize,9430,84,2.77
Madhesh,Summer (Monsoon),Rice,3954,479,4.0
Province 1,Summer (Monsoon),Rice,392,328,4.79
Karnali,Summer (Monsoon),Lentil,1537,544,4.89
Lumbini,Summer (Monsoon),Wheat,4757,635,0.89
Gandaki,Spring,Millet,7701,456,4.5
Karnali,Summer (Monsoon),Wheat,6510,982,3.09
Province 1,Summer (Monsoon),Wheat,751,885,1.42
Lumbini,Spring,Lentil,9391,511,1.04
Bagmati,Summer (Monsoon),Millet,1562,465,1.11
Gandaki,Spring,Maize,8253,702,4.28
Sudurpashchim,Winter,Barley,7931,463,3.62
Madhesh,Winter,Millet,5046,351,2.68
Gandaki,Winter,Millet,699,455,1.53
Madhesh,Whole Year,Millet,7993,750,1.01
Bagmati,Whole Year,Wheat,1729,873,4.38
Sudurpashchim,Whole Year,Wheat,4400,609,2.86
Bagmati,Spring,Lentil,903,824,1.36
Madhesh,Spring,Rice,5055,138,4.18
Lumbini,Winter,Maize,1368,118,2.27
Bagmati,Whole Year,Potato,2196,22,4.03
Sudurpashchim,Whole Year,Mustard,9162,848,3.65
Province 1,Summer (Monsoon),Potato,8582,854,3.06
Bagmati,Spring,Millet,956,902,1.66
Lumbini,Summer (Monsoon),Wheat,2280,746,3.22
Lumbini,Whole Year,Lentil,4375,489,3.56
Lumbini,Whole Year,Wheat,3231,541,4.2
Madhesh,Summer (Monsoon),Barley,2649,19,4.84
Madhesh,Whole Year,Mustard,1319,293,0.92
Karnali,Spring,Mustard,2487,404,3.52
Madhesh,Summer (Monsoon),Rice,7092,672,1.65
Bagmati,Spring,Millet,3202,449,3.9
Bagmati,Summer (Monsoon),Wheat,8780,291,3.21
Sudurpashchim,Winter,Potato,9956,179,1.44
Bagmati,Spring,Mustard,944,126,3.76
Bagmati,Spring,Wheat,2954,96,0.55
Madhesh,Winter,Millet,2510,924,4.74
Karnali,Whole Year,Lentil,3700,329,4.97
Karnali,Summer (Monsoon),Rice,4012,567,2.34
Bagmati,Summer (Monsoon),Rice,6680,748,4.66
Karnali,Winter,Lentil,7578,108,0.9
Madhesh,Spring,Wheat,9198,435,0.52
Province 1,Winter,Mustard,7808,405,3.25
Sudurpashchim,Winter,Lentil,5682,611,1.87
Sudurpashchim,Summer (Monsoon),Lentil,4978,669,1.41
Lumbini,Spring,Mustard,4228,558,1.4
Sudurpashchim,Winter,Rice,7487,850,4.4
Karnali,Whole Year,Barley,6650,221,3.85
Sudurpashchim,Whole Year,Wheat,9814,587,4.99
Gandaki,Winter,Potato,6905,242,2.84
Madhesh,Whole Year,Barley,4022,134,2.6
Province 1,Whole Year,Maize,7000,724,2.74
Sudurpashchim,Summer (Monsoon),Maize,7331,669,4.32
Bagmati,Winter,Barley,1585,884,4.35
Province 1,Whole Year,Rice,2135,190,4.43
Gandaki,Winter,Rice,2377,812,3.47
Lumbini,Summer (Monsoon),Potato,2310,75,3.04
Province 1,Summer (Monsoon),Barley,4565,303,1.15
Karnali,Summer (Monsoon),Mustard,1436,219,3.73
Sudurpashchim,Summer (Monsoon),Wheat,5575,312,4.9
Madhesh,Summer (Monsoon),Wheat,2471,680,0.65
Karnali,Summer (Monsoon),Maize,2318,769,3.48
Lumbini,Spring,Rice,372,45,2.25
Province 1,Spring,Potato,475,38,2.41
Madhesh,Winter,Millet,624,377,4.21
Karnali,Winter,Mustard,8611,172,2.93
Lumbini,Spring,Rice,7924,846,1.89
Lumbini,Spring,Millet,7126,206,2.86
Karnali,Summer (Monsoon),Barley,1382,948,2.23
Province 1,Winter,Wheat,421,242,3.79
Bagmati,Winter,Rice,8775,939,1.78
Lumbini,Summer (Monsoon),Wheat,8344,663,2.15
Sudurpashchim,Whole Year,Lentil,8256,116,1.84
Province 1,Winter,Millet,9960,982,2.34
Province 1,Summer (Monsoon),Mustard,6742,885,3.04
Karnali,Summer (Monsoon),Millet,8031,253,4.3
Lumbini,Whole Year,Lentil,3943,230,2.76
Bagmati,Spring,Lentil,1015,954,3.01
Gandaki,Whole Year,Wheat,4999,684,4.06
Madhesh,Winter,Potato,2023,799,2.68
Sudurpashchim,Summer (Monsoon),Potato,8226,146,2.03
Gandaki,Whole Year,Wheat,5453,410,2.66
Karnali,Winter,Wheat,9140,303,0.52
Sudurpashchim,Winter,Mustard,3527,786,2.07
Bagmati,Whole Year,Millet,9573,546,4.75
Lumbini,Whole Year,Mustard,1534,325,2.09
Gandaki,Spring,Lentil,591,696,4.29
Madhesh,Whole Year,Rice,9239,587,3.52
Madhesh,Whole Year,Millet,3192,251,1.77
Karnali,Summer (Monsoon),Rice,900,193,4.41
Madhesh,Winter,Mustard,1154,581,3.49
Gandaki,Spring,Millet,9242,990,3.86
Madhesh,Spring,Barley,6556,626,2.37
Karnali,Summer (Monsoon),Lentil,7420,426,3.68
Sudurpashchim,Winter,Potato,4663,996,3.65
Karnali,Whole Year,Barley,2244,230,3.18
Province 1,Spring,Mustard,558,999,4.21
Karnali,Summer (Monsoon),Lentil,4743,867,1.0
Madhesh,Whole Year,Rice,2383,286,2.67
Sudurpashchim,Spring,Barley,2278,703,4.41
Lumbini,Winter,Mustard,1958,253,2.79
Sudurpashchim,Spring,Rice,5189,733,2.97
Karnali,Winter,Maize,6394,960,2.97
Gandaki,Whole Year,Millet,4989,168,3.54
Karnali,Summer (Monsoon),Wheat,868,680,0.84
Gandaki,Winter,Millet,3351,342,1.17
Sudurpashchim,Whole Year,Maize,9553,530,2.83
Karnali,Spring,Maize,3553,750,2.41
Bagmati,Summer (Monsoon),Mustard,8643,617,0.89
Karnali,Winter,Wheat,9189,866,3.99
Lumbini,Winter,Maize,4338,504,3.52
Lumbini,Spring,Maize,500,69,4.42
Province 1,Winter,Millet,3551,692,1.25
Gandaki,Winter,Wheat,2282,727,2.68
Madhesh,Summer (Monsoon),Mustard,8708,94,1.59
Lumbini,Summer (Monsoon),Barley,2383,218,4.05
Lumbini,Spring,Barley,4535,87,4.47
Karnali,Spring,Wheat,1660,361,2.6
Madhesh,Spring,Wheat,3684,212,0.75
Madhesh,Winter,Mustard,7139,828,3.46
Gandaki,Whole Year,Wheat,9115,50,0.52
Karnali,Spring,Barley,4158,202,2.24
Gandaki,Winter,Rice,3014,32,2.62
Bagmati,Winter,Wheat,1168,231,4.16
Karnali,Spring,Rice,5650,80,3.25
Karnali,Winter,Lentil,4564,59,0.69
Lumbini,Summer (Monsoon),Millet,7188,107,1.42
Sudurpashchim,Summer (Monsoon),Lentil,2106,597,4.13
Sudurpashchim,Winter,Rice,9062,178,4.0
Province 1,Spring,Potato,840,958,4.84
Gandaki,Spring,Lentil,9783,44,2.47
Karnali,Whole Year,Maize,6892,223,3.06
Gandaki,Whole Year,Mustard,4813,856,4.23
Madhesh,Summer (Monsoon),Lentil,8475,505,2.54
Karnali,Spring,Mustard,5781,639,2.9
Gandaki,Whole Year,Lentil,1189,822,4.72
Lumbini,Summer (Monsoon),Barley,1054,76,3.09
Lumbini,Spring,Millet,1380,572,2.07
Bagmati,Spring,Millet,7392,906,2.92
Gandaki,Spring,Barley,8486,893,3.96
Bagmati,Whole Year,Mustard,967,45,4.27
Lumbini,Summer (Monsoon),Maize,2380,838,2.04
Gandaki,Winter,Maize,8024,64,0.97
Gandaki,Winter,Potato,3526,997,3.08
Karnali,Summer (Monsoon),Potato,7727,331,4.36
Gandaki,Whole Year,Mustard,7652,110,4.12
Madhesh,Whole Year,Maize,7371,272,2.7
Province 1,Whole Year,Potato,1423,838,1.05
Sudurpashchim,Summer (Monsoon),Millet,2549,458,1.04
Gandaki,Summer (Monsoon),Barley,5018,243,1.7
Karnali,Summer (Monsoon),Lentil,3828,535,3.24
Madhesh,Whole Year,Rice,929,967,0.87
Gandaki,Spring,Millet,5271,632,2.71
Madhesh,Summer (Monsoon),Millet,8000,349,1.17
Bagmati,Whole Year,Wheat,426,550,1.92
Province 1,Whole Year,Rice,6241,783,3.25
Sudurpashchim,Spring,Mustard,6375,969,2.58
Province 1,Winter,Potato,3899,901,4.68
Karnali,Summer (Monsoon),Potato,9083,251,3.76
Madhesh,Spring,Rice,5513,870,4.46
Gandaki,Winter,Maize,8106,665,3.7
Province 1,Winter,Rice,6275,902,2.44
Madhesh,Spring,Millet,8367,721,1.62
Lumbini,Winter,Lentil,1370,464,2.48
Gandaki,Spring,Lentil,4668,941,2.3
Gandaki,Summer (Monsoon),Millet,4028,314,2.47
Lumbini,Winter,Maize,6791,215,3.02
Madhesh,Spring,Maize,9731,75,4.75
Gandaki,Whole Year,Millet,7809,659,2.65
Karnali,Summer (Monsoon),Rice,1015,461,3.81
Province 1,Winter,Mustard,5330,675,1.5
Bagmati,Winter,Rice,7264,388,1.91
Madhesh,Winter,Maize,5278,397,3.18
Province 1,Spring,Wheat,8014,926,2.94
Sudurpashchim,Summer (Monsoon),Potato,8707,591,2.04
Karnali,Whole Year,Potato,9905,310,3.05
Madhesh,Winter,Lentil,1726,370,2.54
Bagmati,Whole Year,Rice,1853,731,4.71
Bagmati,Winter,Mustard,3091,533,0.73
Lumbini,Spring,Barley,3625,626,0.59
Karnali,Whole Year,Mustard,4192,599,3.82
Lumbini,Winter,Lentil,5507,463,4.58
Madhesh,Winter,Wheat,9966,680,2.39
Gandaki,Whole Year,Maize,8327,198,3.43
Province 1,Spring,Maize,937,659,1.45
Madhesh,Whole Year,Lentil,7646,854,4.15
Karnali,Winter,Millet,2430,701,1.18
Lumbini,Whole Year,Maize,5681,942,2.48
Lumbini,Summer (Monsoon),Maize,1543,913,2.3
Lumbini,Whole Year,Millet,9940,146,2.5
Lumbini,Spring,Lentil,729,815,3.69
Province 1,Winter,Mustard,8766,864,1.1
Karnali,Whole Year,Potato,9928,689,4.1
Bagmati,Summer (Monsoon),Millet,7984,524,0.88
Madhesh,Winter,Mustard,5380,839,1.02
Madhesh,Whole Year,Maize,4405,157,4.41
Bagmati,Spring,Potato,3784,970,2.27
Madhesh,Spring,Mustard,8875,729,0.9
Gandaki,Winter,Mustard,1880,839,0.61
Madhesh,Whole Year,Millet,3627,33,1.23
Sudurpashchim,Spring,Maize,3126,702,4.36
Province 1,Spring,Wheat,4791,963,1.37
Province 1,Winter,Barley,5733,395,4.73
Lumbini,Spring,Barley,9493,119,3.29
Gandaki,Winter,Lentil,3503,44,3.74
Lumbini,Summer (Monsoon),Lentil,6257,654,2.77
Gandaki,Whole Year,Maize,1790,283,3.45
Gandaki,Whole Year,Barley,386,128,3.96
Gandaki,Whole Year,Barley,2407,82,4.13
Province 1,Summer (Monsoon),Wheat,5154,173,0.87
Province 1,Summer (Monsoon),Mustard,1035,196,3.38
Madhesh,Whole Year,Lentil,3277,383,3.37
Madhesh,Summer (Monsoon),Mustard,5764,116,3.97
Bagmati,Whole Year,Barley,6976,749,2.42
Madhesh,Spring,Wheat,8880,515,0.97
Karnali,Spring,Lentil,9637,703,2.59
Bagmati,Whole Year,Millet,3507,244,4.55
Madhesh,Whole Year,Barley,153,125,0.63
Karnali,Winter,Potato,9422,706,1.31
Madhesh,Whole Year,Lentil,4386,939,4.41
Province 1,Summer (Monsoon),Barley,9846,15,3.95
Province 1,Summer (Monsoon),Potato,1250,324,4.45
Bagmati,Winter,Millet,8684,176,0.85
Karnali,Whole Year,Wheat,5649,33,1.97
Madhesh,Whole Year,Wheat,922,613,3.34
Madhesh,Winter,Rice,409,767,3.43
Sudurpashchim,Summer (Monsoon),Potato,1473,816,1.82
Lumbini,Spring,Maize,1500,179,3.56
Sudurpashchim,Winter,Lentil,4670,570,2.26
Lumbini,Summer (Monsoon),Millet,7406,97,0.55
Karnali,Winter,Rice,7568,550,2.76
Madhesh,Summer (Monsoon),Rice,7561,475,0.71
Sudurpashchim,Winter,Barley,192,141,4.73
Lumbini,Summer (Monsoon),Maize,3793,272,1.34
Sudurpashchim,Winter,Maize,2641,760,2.69
Lumbini,Summer (Monsoon),Barley,9445,449,2.02
Karnali,Summer (Monsoon),Rice,5676,666,4.28
Lumbini,Whole Year,Maize,3442,154,2.81
Karnali,Spring,Potato,8975,664,2.46
Sudurpashchim,Winter,Barley,8755,221,1.81
Madhesh,Whole Year,Millet,7834,374,1.52
Karnali,Whole Year,Rice,4520,561,4.4
Province 1,Spring,Mustard,5389,808,1.71
Madhesh,Summer (Monsoon),Rice,6368,36,0.86
Gandaki,Spring,Wheat,808,156,3.49
Karnali,Spring,Wheat,2839,217,0.75
Madhesh,Winter,Millet,6548,454,1.19
Bagmati,Spring,Barley,9726,399,4.09
Karnali,Summer (Monsoon),Wheat,6658,854,1.45
Madhesh,Whole Year,Barley,229,64,3.37
Province 1,Winter,Wheat,1271,212,2.01
Gandaki,Whole Year,Millet,5398,295,1.69
Madhesh,Summer (Monsoon),Barley,3226,769,3.27
Bagmati,Winter,Maize,9586,244,2.13
Madhesh,Summer (Monsoon),Millet,6759,503,1.01
Gandaki,Summer (Monsoon),Rice,5284,760,0.78
Madhesh,Summer (Monsoon),Barley,3720,909,3.82
Bagmati,Whole Year,Potato,5194,979,1.47
Gandaki,Whole Year,Potato,4871,739,4.41
Lumbini,Whole Year,Wheat,2777,373,3.68
Sudurpashchim,Winter,Lentil,3018,104,4.62
Sudurpashchim,Spring,Rice,2941,208,4.3
Lumbini,Summer (Monsoon),Wheat,2129,941,4.79
Sudurpashchim,Spring,Lentil,7242,995,2.07
Bagmati,Summer (Monsoon),Lentil,658,808,2.25
Bagmati,Winter,Lentil,2210,731,2.1
Madhesh,Spring,Wheat,1207,339,4.56
Province 1,Spring,Maize,2368,622,1.92
Sudurpashchim,Summer (Monsoon),Maize,6124,678,3.25
Lumbini,Summer (Monsoon),Potato,1556,498,3.49
Karnali,Winter,Maize,3787,771,0.62
Gandaki,Whole Year,Barley,3368,552,0.7
Madhesh,Spring,Wheat,9262,626,1.39
Lumbini,Winter,Maize,2151,371,4.41
Madhesh,Spring,Wheat,3530,698,3.39
Lumbini,Spring,Rice,645,210,3.04
Gandaki,Spring,Millet,4756,287,1.98
Lumbini,Summer (Monsoon),Wheat,4619,352,4.61
Province 1,Whole Year,Maize,916,448,3.96
Karnali,Winter,Maize,2580,526,3.54
Bagmati,Winter,Rice,1703,366,3.04
Province 1,Spring,Rice,1272,744,0.65
Bagmati,Spring,Mustard,3641,467,3.05
Sudurpashchim,Winter,Rice,9902,787,3.27
Madhesh,Summer (Monsoon),Lentil,3967,605,0.84
Lumbini,Winter,Lentil,3583,821,2.41
Bagmati,Whole Year,Mustard,8709,988,4.26
Province 1,Summer (Monsoon),Lentil,2535,515,2.44
Bagmati,Spring,Lentil,3045,646,0.62
Bagmati,Spring,Barley,8661,646,1.88
Karnali,Spring,Millet,2244,437,4.2
Lumbini,Winter,Maize,5185,357,4.54
Lumbini,Winter,Millet,9485,34,1.36
Lumbini,Spring,Barley,7424,827,3.47
Lumbini,Summer (Monsoon),Lentil,1778,640,3.44
Gandaki,Summer (Monsoon),Maize,1929,719,3.01
Karnali,Winter,Barley,7772,50,2.21
Lumbini,Summer (Monsoon),Rice,7504,487,1.91
Lumbini,Spring,Potato,2375,949,1.01
Madhesh,Summer (Monsoon),Rice,2060,19,4.35
Gandaki,Winter,Maize,2767,704,4.1
Province 1,Whole Year,Maize,3650,232,0.8
Sudurpashchim,Whole Year,Potato,9441,573,1.31
Province 1,Summer (Monsoon),Rice,5568,950,2.5
Karnali,Winter,Maize,7649,20,1.01
Lumbini,Winter,Potato,9452,516,1.97
Karnali,Summer (Monsoon),Millet,1858,41,4.16
Lumbini,Summer (Monsoon),Lentil,6340,43,1.3
Province 1,Whole Year,Millet,2201,45,2.17
Sudurpashchim,Spring,Millet,5425,620,4.58
Karnali,Winter,Mustard,3531,291,3.67
Gandaki,Winter,Barley,2428,836,2.95
Gandaki,Winter,Mustard,1391,948,1.15
Sudurpashchim,Spring,Millet,2399,734,4.62
Karnali,Whole Year,Wheat,5253,828,0.85
Bagmati,Spring,Millet,5014,36,1.32
Sudurpashchim,Winter,Lentil,2114,202,1.37
Sudurpashchim,Winter,Potato,2826,947,1.78
Gandaki,Spring,Millet,448,622,4.34
Sudurpashchim,Summer (Monsoon),Barley,1899,397,2.81
Karnali,Summer (Monsoon),Maize,4623,355,3.14
Madhesh,Whole Year,Barley,9907,865,1.44
Province 1,Summer (Monsoon),Lentil,4246,263,3.34
Bagmati,Winter,Lentil,1615,109,1.78
Bagmati,Winter,Potato,8547,342,1.02
Bagmati,Summer (Monsoon),Rice,7736,405,4.08
Lumbini,Summer (Monsoon),Millet,5006,8,2.39
Gandaki,Whole Year,Mustard,8627,199,2.46
Madhesh,Whole Year,Barley,7240,731,3.34
Bagmati,Spring,Maize,8261,478,1.85
Lumbini,Winter,Potato,3103,124,3.42
Bagmati,Spring,Rice,8892,73,3.21
Madhesh,Whole Year,Lentil,1545,542,4.65
Madhesh,Whole Year,Potato,8475,28,4.32
Sudurpashchim,Whole Year,Potato,836,587,4.03
Madhesh,Spring,Maize,2719,654,1.61
Province 1,Winter,Mustard,2827,543,3.86
Sudurpashchim,Winter,Barley,3775,587,3.1
Gandaki,Spring,Potato,1297,774,1.4
Gandaki,Whole Year,Wheat,8807,721,2.51
Bagmati,Winter,Mustard,1472,614,2.29
Madhesh,Whole Year,Wheat,1144,610,3.85
Province 1,Spring,Potato,7457,698,0.92
Madhesh,Spring,Maize,4681,268,0.82
Gandaki,Spring,Lentil,788,321,1.97
Province 1,Winter,Wheat,3004,189,4.04
Gandaki,Summer (Monsoon),Wheat,2949,875,1.67
Lumbini,Winter,Wheat,192,76,3.37
Lumbini,Winter,Potato,6074,409,3.12
Karnali,Winter,Rice,6429,81,0.67
Province 1,Winter,Wheat,4069,912,2.43
Karnali,Winter,Maize,1265,930,1.72
Province 1,Whole Year,Barley,4015,120,0.78
Lumbini,Winter,Mustard,9120,746,2.27
Sudurpashchim,Spring,Potato,1262,161,4.01
Sudurpashchim,Winter,Potato,7039,691,4.84
Sudurpashchim,Summer (Monsoon),Barley,3987,440,0.99
Province 1,Summer (Monsoon),Potato,7435,243,0.65
Gandaki,Whole Year,Barley,2095,504,0.55
Gandaki,Summer (Monsoon),Wheat,6062,484,4.09
Lumbini,Summer (Monsoon),Mustard,6726,488,3.65
Madhesh,Summer (Monsoon),Millet,9933,483,2.4
Sudurpashchim,Winter,Maize,5704,539,1.07
Gandaki,Whole Year,Barley,7207,569,2.54
Lumbini,Summer (Monsoon),Lentil,8288,219,2.26
Karnali,Whole Year,Lentil,518,131,2.48
Province 1,Spring,Rice,9876,392,4.55
Karnali,Spring,Wheat,2403,715,3.68
Karnali,Spring,Mustard,9014,83,1.61
Madhesh,Spring,Potato,5790,666,3.28
Province 1,Summer (Monsoon),Millet,7045,753,3.18
Lumbini,Winter,Maize,2013,973,1.28
Sudurpashchim,Whole Year,Mustard,7745,520,0.91
Madhesh,Spring,Barley,7156,838,0.95
Lumbini,Spring,Mustard,6691,263,2.05
Sudurpashchim,Winter,Maize,1200,819,3.13
Gandaki,Winter,Rice,907,575,1.08
Gandaki,Winter,Wheat,7417,841,2.43
Gandaki,Winter,Rice,9134,988,3.38
Lumbini,Summer (Monsoon),Lentil,4410,478,3.16
Bagmati,Winter,Rice,9633,487,2.04
Province 1,Winter,Mustard,3148,255,4.99
Sudurpashchim,Winter,Wheat,6183,128,1.37
Madhesh,Spring,Lentil,276,916,2.2
Karnali,Spring,Lentil,3695,923,4.79
Lumbini,Spring,Barley,7317,657,0.52
Karnali,Winter,Barley,8019,668,3.74
Sudurpashchim,Winter,Barley,9586,236,1.85
Province 1,Summer (Monsoon),Lentil,6612,959,3.69
Madhesh,Whole Year,Lentil,3520,528,0.65
Province 1,Spring,Rice,4344,49,4.19
Province 1,Spring,Barley,886,214,0.59
Madhesh,Spring,Wheat,4068,230,2.72
Sudurpashchim,Summer (Monsoon),Maize,3319,473,1.82
Province 1,Spring,Wheat,4476,981,0.94
Karnali,Summer (Monsoon),Lentil,2133,878,3.69
Lumbini,Spring,Wheat,4463,401,4.29
Province 1,Whole Year,Wheat,5296,349,4.57
Lumbini,Summer (Monsoon),Barley,8161,241,4.75
Gandaki,Spring,Wheat,7505,3,4.96
Province 1,Spring,Millet,6742,874,1.75
Bagmati,Spring,Mustard,7698,941,4.75
Gandaki,Summer (Monsoon),Barley,7953,224,1.82
Karnali,Winter,Potato,9865,975,0.9
Madhesh,Whole Year,Rice,1293,924,1.15
Bagmati,Whole Year,Potato,181,951,1.04
Province 1,Whole Year,Potato,3138,80,4.51
Karnali,Whole Year,Mustard,6893,909,3.25
Lumbini,Whole Year,Millet,2304,5,2.35
Lumbini,Summer (Monsoon),Maize,5070,865,1.5
Gandaki,Spring,Mustard,6635,687,2.82
Lumbini,Summer (Monsoon),Wheat,8895,403,0.84
Gandaki,Summer (Monsoon),Maize,1619,272,1.73
